,取引価格（総額）,面積（㎡）,地区名,最寄駅：距離（分）,都市計画,建物の構造,築年数
4545,5500000,15,西神奈川,4,第１種住居地域,ＲＣ,31
4547,5300000,15,西神奈川,4,第１種住居地域,ＲＣ,31
4548,9200000,20,西神奈川,4,商業地域,ＲＣ,31
4549,34000000,60,西神奈川,1,商業地域,ＳＲＣ,18
4551,13000000,15,西神奈川,5,商業地域,ＲＣ,28
4567,35000000,60,西寺尾,10,第１種住居地域,ＲＣ,4
4582,16000000,50,西寺尾,15,第２種中高層住居専用地域,ＲＣ,26
4588,24000000,65,西寺尾,15,第２種中高層住居専用地域,ＲＣ,18
4593,17000000,75,西寺尾,16,第２種中高層住居専用地域,ＲＣ,34
4594,21000000,90,西寺尾,16,第２種中高層住居専用地域,ＲＣ,34
4597,9600000,15,白楽,1,第１種住居地域,ＲＣ,27
4598,8300000,15,白楽,1,第１種住居地域,ＲＣ,27
4600,6500000,45,羽沢町,21,第１種住居地域,ＲＣ,33
4601,17000000,70,羽沢町,23,第１種住居地域,ＲＣ,18
4602,5000000,45,羽沢町,23,第１種中高層住居専用地域,ＲＣ,45
4606,4500000,45,羽沢町,23,第１種中高層住居専用地域,ＲＣ,45
4607,4000000,45,羽沢町,19,第１種中高層住居専用地域,ＲＣ,45
4624,15000000,50,羽沢南,15,第１種住居地域,ＲＣ,24
4626,25000000,85,羽沢南,25,第１種住居地域,ＲＣ,19
4630,39000000,70,橋本町,14,工業専用地域,ＲＣ,10
4631,47000000,75,橋本町,14,工業専用地域,ＲＣ,9
4632,56000000,75,橋本町,15,工業専用地域,ＲＣ,10
4633,54000000,90,橋本町,14,工業専用地域,ＲＣ,8
4634,38000000,70,橋本町,14,工業専用地域,ＲＣ,10
4636,220000000,30,東神奈川,5,商業地域,ＲＣ,8
4637,19000000,20,東神奈川,5,商業地域,ＳＲＣ,8
4638,15000000,20,東神奈川,5,商業地域,ＳＲＣ,8
4639,14000000,20,東神奈川,5,商業地域,ＳＲＣ,8
4642,43000000,55,平川町,2,近隣商業地域,ＲＣ,2
4643,4200000,10,平川町,3,近隣商業地域,鉄骨造,29
4644,4200000,10,平川町,3,近隣商業地域,鉄骨造,29
4646,23000000,20,広台太田町,8,商業地域,ＲＣ,0
4647,6000000,15,二ツ谷町,5,商業地域,ＲＣ,25
4648,9000000,15,二ツ谷町,5,商業地域,ＲＣ,25
4649,53000000,70,星野町,13,工業専用地域,ＲＣ,8
4651,47000000,70,星野町,15,工業専用地域,ＲＣ,8
4652,19000000,40,松ケ丘,8,第１種低層住居専用地域,ＲＣ,32
4653,32000000,40,松ケ丘,10,近隣商業地域,ＲＣ,8
4654,49000000,75,松ケ丘,10,近隣商業地域,ＲＣ,8
4656,7600000,20,松ケ丘,4,近隣商業地域,ＲＣ,32
4664,14000000,40,松見町,14,準工業地域,ＲＣ,27
4665,24000000,70,松見町,7,第１種住居地域,ＳＲＣ,30
4667,23000000,55,松見町,10,第１種住居地域,ＲＣ,38
4669,25000000,45,松見町,11,第１種住居地域,ＲＣ,28
4670,34000000,75,松見町,15,第１種住居地域,ＳＲＣ,20
4673,24000000,20,松見町,8,第２種中高層住居専用地域,ＲＣ,0
4674,24000000,20,松見町,6,第２種中高層住居専用地域,ＲＣ,0
4675,25000000,20,松見町,6,第２種中高層住居専用地域,ＲＣ,0
4680,9200000,40,松見町,10,第１種住居地域,ＲＣ,46
4681,36000000,65,松見町,8,第２種中高層住居専用地域,ＲＣ,26
4683,24000000,50,松見町,13,第１種住居地域,ＲＣ,20
4685,5500000,25,松見町,8,第１種住居地域,ＲＣ,29
4686,19000000,20,松見町,10,第２種中高層住居専用地域,ＲＣ,8
4687,36000000,70,松見町,8,第２種中高層住居専用地域,ＲＣ,26
4688,19000000,20,松見町,10,第２種中高層住居専用地域,ＲＣ,8
4706,35000000,80,三ツ沢下町,12,第１種中高層住居専用地域,ＳＲＣ,23
4710,31000000,70,三ツ沢下町,5,第１種中高層住居専用地域,ＲＣ,16
4712,11000000,45,三ツ沢下町,9,第１種中高層住居専用地域,ＲＣ,50
4718,49000000,95,三ツ沢下町,7,第１種中高層住居専用地域,ＳＲＣ,23
4725,8100000,15,三ツ沢西町,10,第１種住居地域,ＲＣ,26
4740,28000000,50,六角橋,5,第１種住居地域,ＲＣ,21
4741,14000000,15,六角橋,5,第１種住居地域,ＲＣ,25
4742,4000000,85,六角橋,3,近隣商業地域,ＳＲＣ,38
4743,19000000,50,六角橋,6,第１種住居地域,ＲＣ,31
4749,6500000,20,六角橋,8,近隣商業地域,ＲＣ,30
4750,38000000,55,六角橋,10,近隣商業地域,ＲＣ,24
4751,32000000,60,六角橋,7,近隣商業地域,ＲＣ,13
4755,4300000,15,六角橋,17,第２種中高層住居専用地域,ＲＣ,25
4756,4300000,15,六角橋,17,第２種中高層住居専用地域,ＲＣ,25
4763,6500000,20,六角橋,8,近隣商業地域,ＲＣ,30
4764,46000000,70,六角橋,4,商業地域,ＲＣ,12
