"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
122,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","入江","新子安","8",14000000,"","","55",,"不整形","3.9","70","平成12年","木造","住宅","住宅","西","市道",4.0,"第１種住居地域",60,200,"2020年第３四半期","",""
123,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","入江","新子安","7",44000000,"1100000","","125",350000,"ほぼ長方形","12.0","","","","","住宅","南東","市道",2.0,"第１種住居地域",60,200,"2020年第３四半期","",""
124,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","入江","新子安","6",65000000,"2100000","","100",640000,"ほぼ台形","10.0","","","","","住宅","北東","市道",11.0,"準工業地域",60,200,"2020年第２四半期","",""
125,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","入江","新子安","5",30000000,"420000","","240",130000,"不整形","12.0","","","","","住宅","北東","市道",8.0,"第１種住居地域",60,200,"2020年第１四半期","",""
126,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","入江","新子安","7",21000000,"","","55",,"長方形","7.0","60","平成4年","木造","住宅","住宅","南西","市道",3.8,"第１種住居地域",60,200,"2017年第３四半期","",""
127,"宅地(土地と建物)","商業地","14102","神奈川県","横浜市神奈川区","入江","新子安","6",32000000,"","","80",,"台形","10.0","230","昭和48年","ＲＣ","共同住宅、店舗","","北","国道",27.0,"近隣商業地域",80,300,"2017年第２四半期","",""
128,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","入江","新子安","8",66000000,"","","160",,"ほぼ長方形","9.1","220","平成14年","木造","住宅","住宅","南","私道",4.0,"第１種住居地域",60,200,"2017年第２四半期","",""
129,"中古マンション等","","14102","神奈川県","横浜市神奈川区","入江","新子安","5",43000000,"","３ＬＤＫ","70",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2017年第２四半期","未改装",""
130,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","浦島丘","神奈川新町","2H?",40000000,"1400000","","90",440000,"ほぼ長方形","6.0","","","","","住宅","南","市道",8.0,"第１種中高層住居専用地域",60,150,"2021年第１四半期","",""
131,"中古マンション等","","14102","神奈川県","横浜市神奈川区","浦島丘","神奈川新町","10",40000000,"","３ＬＤＫ","65",,"","","","平成24年","","","住宅","","",,"準住居地域",60,200,"2020年第４四半期","未改装",""
132,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","浦島丘","神奈川新町","8",30000000,"","","90",,"ほぼ長方形","5.5","80","昭和59年","木造","住宅","住宅","南東","市道",4.0,"第２種中高層住居専用地域",60,150,"2020年第１四半期","",""
133,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","浦島丘","神奈川新町","10",170000000,"1100000","","500",330000,"ほぼ台形","20.5","","","","","住宅","北東","市道",9.6,"第１種中高層住居専用地域",60,150,"2019年第４四半期","",""
134,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","浦島丘","子安","8",59000000,"","","100",,"長方形","6.2","100","令和3年","","住宅","住宅","北西","市道",4.0,"第１種中高層住居専用地域",60,150,"2021年第４四半期","",""
135,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","浦島丘","子安","7",75000000,"","","135",,"長方形","13.0","150","平成17年","木造","住宅","住宅","南東","国道",20.0,"準住居地域",60,200,"2021年第２四半期","",""
136,"宅地(土地)","住宅地","14102","神奈川県","横浜市神奈川区","浦島丘","子安","7",42000000,"1400000","","100",410000,"長方形","5.5","","","","","住宅","北東","市道",8.0,"第１種中高層住居専用地域",60,150,"2020年第１四半期","",""
137,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","浦島丘","子安","8",95000000,"","","670",,"ほぼ長方形","27.0","240","平成4年","軽量鉄骨造","共同住宅","住宅","東","県道",9.8,"第１種中高層住居専用地域",60,150,"2018年第３四半期","",""
138,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","浦島丘","子安","8",40000000,"","","75",,"袋地等","3.0","95","平成29年","木造","住宅","住宅","北","私道",4.0,"第１種住居地域",60,200,"2017年第４四半期","",""
139,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","浦島丘","新子安","12",58000000,"","","100",,"ほぼ長方形","8.0","100","令和3年","木造","住宅","事務所","南東","市道",8.0,"第１種中高層住居専用地域",60,150,"2021年第１四半期","",""
140,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","浦島丘","東神奈川","13",60000000,"","","90",,"長方形","5.6","95","令和3年","木造","住宅","住宅","南東","市道",4.0,"第２種中高層住居専用地域",60,150,"2021年第１四半期","",""
141,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","浦島丘","東神奈川","15",40000000,"","","75",,"不整形","2.4","95","平成29年","木造","住宅","住宅","北西","私道",4.5,"第１種住居地域",60,200,"2017年第４四半期","",""
142,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","浦島丘","東神奈川","15",41000000,"","","75",,"袋地等","2.5","100","平成29年","木造","住宅","住宅","北西","私道",4.5,"第１種住居地域",60,200,"2017年第４四半期","",""
143,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","浦島丘","東神奈川","15",44000000,"","","55",,"長方形","4.5","95","平成29年","木造","住宅","住宅","北西","私道",4.5,"第１種住居地域",60,200,"2017年第４四半期","",""
144,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","浦島丘","東神奈川","15",43000000,"","","65",,"不整形","","100","平成29年","木造","住宅","住宅","南西","私道",4.5,"第１種中高層住居専用地域",60,150,"2017年第３四半期","",""
145,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","浦島丘","東神奈川","15",43000000,"","","55",,"長方形","4.5","95","平成29年","木造","住宅","住宅","北西","私道",4.5,"第１種住居地域",60,200,"2017年第３四半期","",""
146,"中古マンション等","","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","4",5600000,"","１Ｋ","15",,"","","","昭和63年","ＲＣ","住宅","その他","","",,"商業地域",80,400,"2021年第４四半期","未改装",""
147,"中古マンション等","","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","5",13000000,"","１Ｋ","15",,"","","","平成4年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2021年第３四半期","未改装",""
148,"中古マンション等","","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","4",21000000,"","１Ｋ","20",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2021年第３四半期","未改装",""
149,"中古マンション等","","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","4",22000000,"","１ＤＫ","20",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2021年第３四半期","",""
150,"中古マンション等","","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","4",6300000,"","１Ｋ","20",,"","","","昭和63年","ＲＣ","","住宅","","",,"商業地域",80,400,"2021年第２四半期","未改装",""
151,"中古マンション等","","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","5",4500000,"","２ＬＤＫ","60",,"","","","昭和54年","ＲＣ","","住宅","","",,"商業地域",80,400,"2020年第４四半期","未改装",""
152,"中古マンション等","","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","4",38000000,"","３ＬＤＫ","70",,"","","","平成6年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2020年第３四半期","未改装",""
153,"中古マンション等","","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","4",28000000,"","３ＬＤＫ","55",,"","","","平成8年","","","住宅","","",,"商業地域",80,400,"2020年第３四半期","未改装",""
154,"中古マンション等","","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","5",26000000,"","３ＬＤＫ","60",,"","","","昭和54年","ＲＣ","","住宅","","",,"商業地域",80,400,"2020年第２四半期","改装済",""
155,"中古マンション等","","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","4",34000000,"","２ＬＤＫ","55",,"","","","平成6年","ＲＣ","住宅","住宅","","",,"商業地域",,,"2020年第１四半期","改装済",""
156,"中古マンション等","","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","5",8000000,"","１Ｋ","15",,"","","","昭和63年","","","住宅","","",,"商業地域",80,400,"2020年第１四半期","改装済",""
157,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","6",42000000,"","","110",,"不整形","","90","平成31年","木造","住宅","住宅","南東","市道",6.0,"準工業地域",60,200,"2019年第４四半期","",""
158,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","5",8000000,"","","50",,"ほぼ長方形","5.0","55","昭和54年","木造","住宅","","南東","私道",2.0,"商業地域",80,400,"2019年第３四半期","",""
159,"中古マンション等","","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","5",6200000,"","１Ｋ","15",,"","","","平成4年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2019年第２四半期","未改装",""
160,"中古マンション等","","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","4",6300000,"","１Ｋ","15",,"","","","昭和63年","ＲＣ","","住宅","","",,"商業地域",80,400,"2018年第２四半期","未改装",""
161,"中古マンション等","","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","5",29000000,"","３ＬＤＫ","60",,"","","","平成6年","","","住宅","","",,"商業地域",80,400,"2017年第４四半期","未改装",""
162,"中古マンション等","","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","5",7400000,"","１Ｋ","15",,"","","","平成4年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2017年第３四半期","未改装","調停・競売等"
163,"宅地(土地と建物)","商業地","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","2",110000000,"","","90",,"長方形","8.0","290","平成6年","鉄骨造","共同住宅、事務所、店舗","","南東","国道",38.0,"商業地域",80,400,"2017年第１四半期","",""
164,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","浦島町","神奈川新町","2",9000000,"","","50",,"長方形","6.0","60","昭和41年","木造","住宅","住宅","南東","市道",4.0,"商業地域",80,400,"2017年第１四半期","",""
165,"宅地(土地と建物)","商業地","14102","神奈川県","横浜市神奈川区","浦島町","子安","4",46000000,"","","95",,"ほぼ長方形","5.8","80","平成21年","木造","共同住宅、事務所","住宅","北西","国道",42.0,"商業地域",80,400,"2018年第２四半期","",""
166,"宅地(土地と建物)","工業地","14102","神奈川県","横浜市神奈川区","恵比須町","京急新子安","14",540000000,"","","2000㎡以上",,"ほぼ長方形","30.0","980","昭和38年","ＳＲＣ","工場","工場","南西","市道",9.0,"工業専用地域",60,200,"2021年第１四半期","",""
167,"宅地(土地)","工業地","14102","神奈川県","横浜市神奈川区","恵比須町","新子安","8",19000000,"320000","","200",97000,"ほぼ正方形","15.0","","","","","その他","東","市道",25.0,"工業専用地域",60,200,"2020年第１四半期","",""
168,"宅地(土地と建物)","住宅地","14102","神奈川県","横浜市神奈川区","大口通","大口","6",18000000,"","","145",,"長方形","16.7","125","昭和40年","木造","住宅","住宅","東","私道",2.0,"第１種住居地域",60,200,"2022年第１四半期","",""
